,GT,NN,NN_pred
77,1,0,0.7680248618125916
78,0,0,0.7909509539604187
79,0,0,0.5114501714706421
80,1,0,0.7313745021820068
81,1,0,0.7181553840637207
82,1,0,0.7135413885116577
83,1,0,0.7320805191993713
84,0,0,0.548453688621521
85,0,0,0.69919353723526
86,1,0,0.8764463067054749
87,1,0,0.7392635345458984
88,0,0,0.5639887452125549
89,0,0,0.6804484724998474
90,0,0,0.6367460489273071
91,0,0,0.6286215782165527
92,1,0,0.7443749308586121
93,0,0,0.6132479310035706
94,1,0,0.6407486796379089
95,1,0,0.6153149008750916
96,1,0,0.7053513526916504
97,0,0,0.5576127171516418
98,0,0,0.661358654499054
99,1,0,0.8652997016906738
100,1,0,0.615372359752655
101,1,0,0.8043296933174133
102,0,0,0.5929818153381348
103,0,0,0.7087581157684326
104,1,0,0.721529483795166
105,1,0,0.817386269569397
106,0,0,0.6477057337760925
107,1,0,0.6694908738136292
108,1,0,0.7534505724906921
109,0,0,0.7416551113128662
110,1,0,0.9592347741127014
111,1,0,0.7615808844566345
112,1,0,0.6210100650787354
113,1,0,0.7372786402702332
114,1,0,0.501872181892395
115,0,0,0.6195908784866333
116,0,0,0.6762663125991821
117,0,0,0.5360347032546997
118,1,0,0.8040428757667542
119,1,0,0.8808560371398926
120,1,0,0.5058260560035706
121,1,0,0.7549630403518677
122,1,0,0.7097880244255066
123,0,0,0.8386912941932678
124,0,0,0.7582970261573792
125,1,0,0.6433328986167908
126,0,0,0.8151252269744873
127,0,0,0.5900567770004272
128,0,0,0.758281946182251
129,1,0,0.8297215700149536
130,0,0,0.6873603463172913
131,1,0,0.6693776845932007
132,1,0,0.5099360942840576
133,0,0,0.7345680594444275
134,0,0,0.6717156171798706
135,0,0,0.690667986869812
136,1,0,0.6361087560653687
137,1,0,0.679341197013855
138,0,0,0.569679856300354
139,1,0,0.9564028978347778
140,1,0,0.7287527918815613
141,1,0,0.839961588382721
142,0,0,0.8236873149871826
143,0,0,0.6890171766281128
144,1,0,0.5007443428039551
145,1,0,0.7786728739738464
146,0,0,0.6425868272781372
147,1,0,0.7166022658348083
148,1,0,0.6734033823013306
149,0,0,0.5917485952377319
150,0,0,0.6960902810096741
151,1,0,0.5797513127326965
152,1,0,0.9457044005393982
153,0,0,0.5939372777938843
154,0,0,0.5523175001144409
155,1,0,0.7672383189201355
156,0,0,0.6688671708106995
157,1,0,0.657293438911438
158,1,0,0.938985288143158
159,0,0,0.635632336139679
160,0,0,0.7168034315109253
161,1,0,0.8047495484352112
162,1,0,0.6263760924339294
163,0,0,0.679063081741333
164,1,0,0.6127123236656189
165,1,0,0.8438782691955566
166,0,0,0.5651301145553589
167,1,0,0.6276242136955261
168,1,0,0.5123533010482788
169,0,0,0.6962122321128845
170,1,0,0.5827126502990723
171,0,0,0.600935697555542
172,1,0,0.7714800834655762
173,1,0,0.5444039702415466
174,1,0,0.6486654877662659
175,1,0,0.6497936248779297
176,0,0,0.7724795937538147
177,1,0,0.8584065437316895
178,0,0,0.589634120464325
179,0,0,0.5810878276824951
180,0,0,0.8042886853218079
181,1,0,0.7014423608779907
182,0,0,0.5444329977035522
183,1,0,0.7307433485984802
184,0,0,0.7172827124595642
185,1,0,0.6014823317527771
186,0,0,0.6405473351478577
187,1,0,0.5182313323020935
188,0,0,0.5924108028411865
189,1,0,0.835744321346283
190,1,0,0.592640221118927
191,1,0,0.8513734340667725
192,0,0,0.74651700258255
193,1,0,0.8359439969062805
194,0,0,0.7088080048561096
195,1,0,0.7162830233573914
196,0,0,0.6314535140991211
197,0,0,0.7070421576499939
198,0,0,0.5273362994194031
199,1,0,0.7514923810958862
200,1,0,0.7073085904121399
201,1,0,0.716688334941864
202,0,0,0.5921723246574402
203,0,0,0.5782700181007385
204,1,0,0.8031743764877319
205,0,0,0.6393232345581055
206,0,0,0.7792658805847168
207,0,0,0.6309248805046082
208,1,0,0.6512269973754883
209,0,0,0.5434823036193848
210,0,0,0.5429761409759521
211,1,0,0.5331511497497559
212,1,0,0.5413156747817993
213,0,0,0.6247232556343079
214,0,0,0.7153016924858093
215,1,0,0.7454485893249512
216,0,0,0.7000272870063782
217,1,0,0.6602970361709595
218,1,0,0.5522665977478027
219,0,0,0.8004139065742493
220,1,0,0.7945831418037415
221,1,0,0.7908229827880859
222,1,0,0.6687861680984497
223,0,0,0.6258362531661987
224,0,0,0.6894245147705078
225,1,0,0.9336914420127869
226,1,0,0.601744532585144
227,1,0,0.8436335921287537
228,0,0,0.6486524343490601
229,1,0,0.7822977900505066
230,1,0,0.8475750684738159
231,1,0,0.8609175682067871
232,0,0,0.808928906917572
233,1,0,0.5796331167221069
234,1,0,0.7517386078834534
235,1,0,0.841623842716217
236,0,0,0.6410670280456543
237,0,0,0.6307920217514038
238,0,0,0.6150698661804199
239,1,0,0.8400221467018127
240,0,0,0.585135281085968
241,1,0,0.7300416231155396
242,1,0,0.5574923157691956
243,1,0,0.6101917624473572
244,1,0,0.8930282592773438
245,0,0,0.561447262763977
246,1,0,0.7831003069877625
247,1,0,0.7641047835350037
248,1,0,0.8604601621627808
249,0,0,0.6984371542930603
